1590962400000,234.67000000
1590966000000,233.88000000
1590969600000,231.56000000
1590973200000,233.29000000
1590976800000,236.61000000
1590980400000,238.32000000
1590984000000,238.79000000
1590987600000,239.92000000
1590991200000,237.86000000
1590994800000,238.11000000
1590998400000,238.71000000
1591002000000,237.15000000
1591005600000,237.03000000
1591009200000,237.09000000
1591012800000,236.07000000
1591016400000,238.90000000
1591020000000,238.75000000
1591023600000,239.51000000
1591027200000,238.22000000
1591030800000,239.74000000
1591034400000,238.71000000
1591038000000,239.03000000
1591041600000,237.83000000
1591045200000,241.60000000
1591048800000,241.26000000
1591052400000,245.56000000
1591056000000,248.23000000
1591059600000,246.75000000
1591063200000,247.60000000
1591066800000,246.93000000
1591070400000,247.26000000
1591074000000,247.64000000
1591077600000,248.16000000
1591081200000,248.03000000
1591084800000,248.85000000
1591088400000,248.51000000
1591092000000,248.63000000
1591095600000,253.19000000
1591099200000,252.18000000
1591102800000,251.76000000
1591106400000,251.57000000
1591110000000,234.14000000
1591113600000,233.63000000
1591117200000,234.33000000
1591120800000,235.06000000
1591124400000,234.87000000
1591128000000,236.22000000
1591131600000,236.46000000
1591135200000,237.89000000
1591138800000,237.30000000
1591142400000,237.71000000
1591146000000,238.18000000
1591149600000,236.95000000
1591153200000,235.96000000
1591156800000,235.87000000
1591160400000,236.23000000
1591164000000,236.46000000
1591167600000,236.58000000
1591171200000,236.82000000
1591174800000,236.73000000
1591178400000,238.07000000
1591182000000,240.04000000
1591185600000,239.75000000
1591189200000,238.88000000
1591192800000,239.33000000
1591196400000,239.38000000
1591200000000,239.30000000
1591203600000,239.87000000
1591207200000,239.00000000
1591210800000,241.76000000
1591214400000,240.85000000
1591218000000,241.70000000
1591221600000,241.38000000
1591225200000,243.15000000
1591228800000,244.54000000
1591232400000,243.82000000
1591236000000,244.62000000
1591239600000,246.00000000
1591243200000,245.34000000
1591246800000,244.49000000
1591250400000,243.37000000
1591254000000,244.06000000
1591257600000,243.37000000
1591261200000,243.78000000
1591264800000,240.74000000
1591268400000,240.04000000
1591272000000,243.10000000
1591275600000,243.32000000
1591279200000,244.97000000
1591282800000,243.33000000
1591286400000,245.02000000
1591290000000,243.09000000
1591293600000,243.99000000
1591297200000,240.33000000
1591300800000,241.43000000
1591304400000,241.76000000
1591308000000,242.14000000
1591311600000,243.36000000
1591315200000,243.22000000
1591318800000,243.55000000
1591322400000,244.40000000
1591326000000,243.59000000
1591329600000,243.09000000
1591333200000,243.34000000
1591336800000,243.88000000
1591340400000,244.10000000
1591344000000,243.59000000
1591347600000,246.36000000
1591351200000,245.72000000
1591354800000,242.94000000
1591358400000,243.13000000
1591362000000,242.47000000
1591365600000,243.18000000
1591369200000,241.99000000
1591372800000,241.81000000
1591376400000,241.78000000
1591380000000,242.07000000
1591383600000,242.46000000
1591387200000,242.00000000
1591390800000,241.69000000
1591394400000,240.67000000
1591398000000,240.84000000
1591401600000,240.04000000
1591405200000,241.07000000
1591408800000,239.41000000
1591412400000,239.90000000
1591416000000,240.60000000
1591419600000,239.61000000
1591423200000,240.33000000
1591426800000,240.66000000
1591430400000,240.21000000
1591434000000,240.34000000
1591437600000,242.64000000
1591441200000,242.72000000
1591444800000,243.37000000
1591448400000,241.84000000
1591452000000,242.04000000
1591455600000,242.15000000
1591459200000,242.31000000
1591462800000,240.96000000
1591466400000,240.75000000
1591470000000,240.91000000
1591473600000,241.32000000
1591477200000,242.23000000
1591480800000,242.73000000
1591484400000,241.67000000
1591488000000,241.94000000
1591491600000,242.09000000
1591495200000,242.02000000
1591498800000,243.39000000
1591502400000,242.92000000
1591506000000,242.77000000
1591509600000,242.37000000
1591513200000,242.22000000
1591516800000,242.28000000
1591520400000,242.01000000
1591524000000,240.96000000
1591527600000,240.64000000
1591531200000,238.90000000
1591534800000,238.20000000
1591538400000,235.71000000
1591542000000,236.82000000
1591545600000,237.37000000
1591549200000,236.38000000
1591552800000,237.11000000
1591556400000,237.69000000
1591560000000,242.12000000
1591563600000,242.39000000
1591567200000,241.98000000
1591570800000,243.27000000
1591574400000,244.57000000
1591578000000,244.17000000
1591581600000,243.84000000
1591585200000,243.98000000
1591588800000,244.12000000
1591592400000,243.92000000
1591596000000,244.01000000
1591599600000,243.70000000
1591603200000,243.68000000
1591606800000,243.28000000
1591610400000,244.35000000
1591614000000,243.51000000
1591617600000,243.71000000
1591621200000,242.96000000
1591624800000,243.00000000
1591628400000,241.27000000
1591632000000,243.00000000
1591635600000,243.21000000
1591639200000,242.79000000
1591642800000,242.00000000
1591646400000,242.16000000
1591650000000,242.27000000
1591653600000,242.84000000
1591657200000,242.59000000
1591660800000,246.37000000
1591664400000,243.76000000
1591668000000,243.82000000
1591671600000,243.43000000
1591675200000,243.10000000
1591678800000,242.77000000
1591682400000,243.43000000
1591686000000,243.21000000
1591689600000,243.30000000
1591693200000,243.21000000
1591696800000,242.76000000
1591700400000,242.37000000
1591704000000,243.32000000
1591707600000,243.68000000
1591711200000,242.97000000
1591714800000,243.14000000
1591718400000,243.32000000
1591722000000,242.88000000
1591725600000,243.01000000
1591729200000,242.84000000
1591732800000,243.21000000
1591736400000,243.24000000
1591740000000,244.41000000
1591743600000,244.49000000
1591747200000,243.79000000
1591750800000,243.85000000
1591754400000,244.21000000
1591758000000,244.07000000
1591761600000,243.63000000
1591765200000,243.57000000
1591768800000,244.25000000
1591772400000,244.23000000
1591776000000,243.59000000
1591779600000,243.06000000
1591783200000,242.84000000
1591786800000,243.21000000
1591790400000,242.57000000
1591794000000,243.51000000
1591797600000,243.35000000
1591801200000,243.44000000
1591804800000,243.49000000
1591808400000,243.24000000
1591812000000,243.32000000
1591815600000,245.29000000
1591819200000,246.76000000
1591822800000,247.64000000
1591826400000,246.84000000
1591830000000,247.61000000
1591833600000,247.78000000
1591837200000,248.78000000
1591840800000,249.51000000
1591844400000,248.89000000
1591848000000,248.17000000
1591851600000,248.32000000
1591855200000,247.77000000
1591858800000,246.94000000
1591862400000,246.16000000
1591866000000,246.44000000
1591869600000,245.74000000
1591873200000,246.17000000
1591876800000,245.52000000
1591880400000,243.78000000
1591884000000,240.85000000
1591887600000,240.99000000
1591891200000,238.97000000
1591894800000,226.32000000
1591898400000,234.97000000
1591902000000,233.96000000
